,batch,box,edition_seq_num,filepath,geographic_coverage,image,lccn,name,ocr,page_seq_num,page_url,place_of_publication,pub_date,publisher,score,url,id,choice,label
186,dlc_barack_ver01,"[0.059985427947379696, 0.20399527241000168, 0.3073743563300805, 0.38458271163830654]",1,dlc_barack_ver01/data/sn85054468/100492891/1900042901/0641/003_0_98.jpg,['District of Columbia--Washington'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_barack_ver01%2Fdata%2Fsn85054468%2F100492891%2F1900042901%2F0641.jp2/pct:5.99,20.4,24.74,18.06/!500,500/0/default.jpg",sn85054468,The times. [volume],"['SScSB', 'S3', 's', 't', '-', '7cvg', 'lC', '-', 'a-', 'r', '-', '4', '--', 'rSMV', 'r', '-', 'X', 'a', 'ZfiStJ', '2', 'v', 'A', 'Potomac', 'River', 'IIotlNeliont']",641,https://chroniclingamerica.loc.gov/data/batches/dlc_barack_ver01/data/sn85054468/100492891/1900042901/0641.jp2,Washington [D.C.],1900-04-29,W.S. Hutchins,0.987998366355896,https://news-navigator.labs.loc.gov/data/dlc_barack_ver01/data/sn85054468/100492891/1900042901/0641/003_0_98.jpg,461,"{""choices"": [""human"", ""human-structure""]}",human|human-structure
187,in_danvoorhees_ver01,"[0.45388095399803763, 0.07857032895019249, 0.8970283750422012, 0.28803859907054297]",1,in_danvoorhees_ver01/data/sn87055779/00296021416/1919081001/0524/001_0_99.jpg,['Indiana--Saint Joseph--South Bend'],"https://chroniclingamerica.loc.gov/iiif/2/in_danvoorhees_ver01%2Fdata%2Fsn87055779%2F00296021416%2F1919081001%2F0524.jp2/pct:45.38,7.86,44.32,20.95/!500,500/0/default.jpg",sn87055779,South Bend news-times.,"['miM', 'mi', 'I,', 'I,', '.', '....', 'mm', 'i', 'tri', '2T', '3', 'V', ':J', 'a', '.1', ""':r?"", 'öi-n,', '1', '1', '..i', 'n', 'ii', 'HI', '""', 'T-', 'V-', 'i-7if?', ',', 'A', '4', ""'"", '...', '?', '.', 'il!.', ""I'l"", 'vOr', 'A-,', ',,', 'v', 'v.', '...', '""Saatt--', 'A', 'LOAD', 'OF', 'FROM', 'r', 'TT', 'FAfM', 'TO', 'MARK', 'CT', 'IN']",524,https://chroniclingamerica.loc.gov/data/batches/in_danvoorhees_ver01/data/sn87055779/00296021416/1919081001/0524.jp2,"South Bend, Ind.",1919-08-10,News-Times Print. Co.,0.995751976966858,https://news-navigator.labs.loc.gov/data/in_danvoorhees_ver01/data/sn87055779/00296021416/1919081001/0524/001_0_99.jpg,1907,human,human
188,dlc_quebec_ver01,"[0.2959834350711395, 0.04919458666877567, 0.5577479771205357, 0.32305530912253033]",1,dlc_quebec_ver01/data/sn84026749/100492763/1907011601/0287/015_0_94.jpg,['District of Columbia--Washington'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_quebec_ver01%2Fdata%2Fsn84026749%2F100492763%2F1907011601%2F0287.jp2/pct:29.59,4.92,26.18,27.39/!500,500/0/default.jpg",sn84026749,The Washington times. [volume],"['U', '0MRS', 'MRS', 'CURTIS', 'CURTISCharming', 'CURTISChnrming', 'CURTISCharming', 'Charming', 'Hostess', 'Who', 'Will', 'Bu', 'B', 'Welcomed', 'on', 'Her', 'Return', 'to', 'Washington']",287,https://chroniclingamerica.loc.gov/data/batches/dlc_quebec_ver01/data/sn84026749/100492763/1907011601/0287.jp2,Washington [D.C.],1907-01-16,Times Pub. Co.,0.9470542669296264,https://news-navigator.labs.loc.gov/data/dlc_quebec_ver01/data/sn84026749/100492763/1907011601/0287/015_0_94.jpg,932,human,human
189,nn_goodman2_ver01,"[0.31116089935636626, 0.270049833915603, 0.6922561345006496, 0.4888090214259188]",1,nn_goodman2_ver01/data/sn83030272/100481236/1906031801/0314/001_0_97.jpg,['New York--New York--New York'],"https://chroniclingamerica.loc.gov/iiif/2/nn_goodman2_ver01%2Fdata%2Fsn83030272%2F100481236%2F1906031801%2F0314.jp2/pct:31.11,27.01,38.11,21.88/!500,500/0/default.jpg",sn83030272,The sun. [volume],"['oj', '<', 'f', 't', 'j', 'i', '+', 'i', 'aA', 'i', 'f', 't', 'l', 'SM', '1', 'JP4', 't', 'R', 'SOUTW', 'HUNGlRrAN', 'TOWN', 'Y', '1i', 'u', 'crtt', 'rtt', 'L', 't', '1', 't', 'I', 'Jf', 'i', '>', 'f', 'i2', 'i', 'co', 'C', 'f', '<', '1', '<', 'a', 'f']",314,https://chroniclingamerica.loc.gov/data/batches/nn_goodman2_ver01/data/sn83030272/100481236/1906031801/0314.jp2,New York [N.Y.],1906-03-18,Benj. H. Day,0.9778459668159484,https://news-navigator.labs.loc.gov/data/nn_goodman2_ver01/data/sn83030272/100481236/1906031801/0314/001_0_97.jpg,898,"{""choices"": [""human"", ""landscape""]}",human|landscape
190,msar_diamond_ver01,"[0.28598002431500785, 0.053669305327526715, 0.4003122916938581, 0.21702348771948743]",1,msar_diamond_ver01/data/sn87065469/00383344049/1906092701/1432/002_0_98.jpg,['Mississippi--Lafayette--Oxford'],"https://chroniclingamerica.loc.gov/iiif/2/msar_diamond_ver01%2Fdata%2Fsn87065469%2F00383344049%2F1906092701%2F1432.jp2/pct:28.59,5.37,11.44,16.34/!500,500/0/default.jpg",sn87065469,Oxford eagle.,"['/PERUNA', 'PRAISED.', 'Bn*', '331,', 'IMirxff.', 'Oh', 'MX', 'Dr.', 'S', '|l', 'liar', 'man.', 'ColumkA.', 'Oh;^', 'Iw-ar', 'Sir:—']",1432,https://chroniclingamerica.loc.gov/data/batches/msar_diamond_ver01/data/sn87065469/00383344049/1906092701/1432.jp2,"Oxford, Lafayette Co., Miss.",1906-09-27,J.E. Herndon,0.9882434606552124,https://news-navigator.labs.loc.gov/data/msar_diamond_ver01/data/sn87065469/00383344049/1906092701/1432/002_0_98.jpg,877,human,human
191,whi_jarvey_ver01,"[0.3434650525516466, 0.7389108758223685, 0.485970748807094, 0.8854868409099602]",1,whi_jarvey_ver01/data/sn85040705/0041421485A/1918040501/0523/011_0_90.jpg,['Wisconsin--Forest--Wabeno'],"https://chroniclingamerica.loc.gov/iiif/2/whi_jarvey_ver01%2Fdata%2Fsn85040705%2F0041421485A%2F1918040501%2F0523.jp2/pct:34.34,73.9,14.26,14.66/!500,500/0/default.jpg",sn85040705,Northern Wisconsin advertiser. [volume],"['0', 'Western', 'Newspaper', 'Union']",523,https://chroniclingamerica.loc.gov/data/batches/whi_jarvey_ver01/data/sn85040705/0041421485A/1918040501/0523.jp2,"Wabeno, Wis.",1918-04-05,C.G. Himley,0.9032658338546752,https://news-navigator.labs.loc.gov/data/whi_jarvey_ver01/data/sn85040705/0041421485A/1918040501/0523/011_0_90.jpg,1842,human,human
192,dlc_willys_ver01,"[0.09951717209085802, 0.24034338636722338, 0.7312097866906625, 0.6084016321775999]",1,dlc_willys_ver01/data/sn83030214/00175039119/1897071801/0302/000_0_99.jpg,['New York--New York--New York'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_willys_ver01%2Fdata%2Fsn83030214%2F00175039119%2F1897071801%2F0302.jp2/pct:9.95,24.04,63.17,36.81/!500,500/0/default.jpg",sn83030214,New-York tribune. [volume],[],302,https://chroniclingamerica.loc.gov/data/batches/dlc_willys_ver01/data/sn83030214/00175039119/1897071801/0302.jp2,New York [N.Y.],1897-07-18,New York Tribune,0.994893193244934,https://news-navigator.labs.loc.gov/data/dlc_willys_ver01/data/sn83030214/00175039119/1897071801/0302/000_0_99.jpg,174,"{""choices"": [""human"", ""human-structure""]}",human|human-structure
193,ndhi_gorn_ver01,"[0.7014145813785085, 0.13039318339671344, 0.8298520983769854, 0.28280262508127757]",1,ndhi_gorn_ver01/data/sn85042224/00383346721/1909122501/1281/009_0_93.jpg,['North Dakota--Cass--Fargo'],"https://chroniclingamerica.loc.gov/iiif/2/ndhi_gorn_ver01%2Fdata%2Fsn85042224%2F00383346721%2F1909122501%2F1281.jp2/pct:70.14,13.04,12.85,15.25/!500,500/0/default.jpg",sn85042224,The Fargo forum and daily republican. [volume],"['MAN', 'WHO', 'DEVISED', 'DEFENSE', 'FOR', 'NEW', 'YORK', '•4', 'v', '6', 'GEN.', 'ARTHUR', 'MURRAY,', 'U.', 'S.', 'N.']",1281,https://chroniclingamerica.loc.gov/data/batches/ndhi_gorn_ver01/data/sn85042224/00383346721/1909122501/1281.jp2,"Fargo, N.D.",1909-12-25,A.W. Edwards & H.C. Plumley,0.9386715292930604,https://news-navigator.labs.loc.gov/data/ndhi_gorn_ver01/data/sn85042224/00383346721/1909122501/1281/009_0_93.jpg,1141,human,human
194,nn_nietzsche_ver01,"[0.38871026598314234, 0.0725532972168878, 0.6063022247509662, 0.29213642141672486]",1,nn_nietzsche_ver01/data/sn83030193/10048156A/1901100501/0301/005_0_90.jpg,['New York--New York--New York'],"https://chroniclingamerica.loc.gov/iiif/2/nn_nietzsche_ver01%2Fdata%2Fsn83030193%2F10048156A%2F1901100501%2F0301.jp2/pct:38.87,7.26,21.76,21.96/!500,500/0/default.jpg",sn83030193,The evening world. [volume],"['Widow', 'King', 'Humberts', 'Murderer', 'Takes', 'Departure', 'from', 'Cliffside', 'Park', 'N', 'J', 'iN', '<', '4', 'HHi', '+', 'N', 'N', '+', 'H', '+', 'i', 'i', 'iH', 'i', '>', 'i', '+', 'H', '+', '1', 'f', 't', '+', 'if', '1', 'T', '4', 'I', 't', 'Lti', 'I', 'h', 'r', 'lZ', '3', 'I', '1', 'I', 'I', '1', 'e', 'i2ic', 'i', 'I', 'I', 'I', '4', '°', 't1', '4', 'I', 'I', 'to', 't', '7', 't', 'a', '4', 'i', 'c', 'T', '7', 'L', '1t', 'm', 'T', 'LL', 'e', '+', 'MRS', 'GAETANO', 'BRESLI', '<', '>', '>', 'LL', '>', '<']",301,https://chroniclingamerica.loc.gov/data/batches/nn_nietzsche_ver01/data/sn83030193/10048156A/1901100501/0301.jp2,"New York, N.Y.",1901-10-05,[publisher not identified],0.908017873764038,https://news-navigator.labs.loc.gov/data/nn_nietzsche_ver01/data/sn83030193/10048156A/1901100501/0301/005_0_90.jpg,524,human,human
195,idhi_evanovich_ver01,"[0.29318427803784575, 0.05370854774801648, 0.692410651773988, 0.3489246294192303]",1,idhi_evanovich_ver01/data/sn88056024/00415666792/1914060101/0204/008_0_97.jpg,['Idaho--Ada--Boise'],"https://chroniclingamerica.loc.gov/iiif/2/idhi_evanovich_ver01%2Fdata%2Fsn88056024%2F00415666792%2F1914060101%2F0204.jp2/pct:29.31,5.38,39.93,29.53/!500,500/0/default.jpg",sn88056024,Evening capital news.,"['I', 'MEXICAN', 'BEAUTIES', 'ATTRACT', 'MUCH', 'ATTENTION', 'AT', 'A', 'B', 'C', 'MEET', '|', 'ÏjJr*', 'V', ':rj', '>', 'i', 'rSfc|', '.', 'T--', '■', ""'"", '..', 'a', '§|gg', 'îSjjgfor', 'IÄ', '<', ""■'"", '.', '.', '>', '!', '/', '■>', ':■?', '-', 'm', ';', '>""■\'', 'j', 'mm', '■', '>', 'm', 'v', 'Bj', 'ffim', 'K', '■', '«j', 'Ï', '?', 'k', 'r', '■>■1', 'H|', 'f', 'y', "")'"", 'm', 'kviiii', 'm', ':oz', 'ï', '■', '3', '/', 'Daughters', 'of', 'Senor', 'Rabasa.', 'Left', 'to']",204,https://chroniclingamerica.loc.gov/data/batches/idhi_evanovich_ver01/data/sn88056024/00415666792/1914060101/0204.jp2,"Boise, Idaho",1914-06-01,Capital News Pub. Co.,0.976049304008484,https://news-navigator.labs.loc.gov/data/idhi_evanovich_ver01/data/sn88056024/00415666792/1914060101/0204/008_0_97.jpg,1511,human,human
196,mimtptc_montague_ver01,"[0.027011125723907643, 0.652972364672725, 0.2638685933381488, 0.9433524966857594]",2,mimtptc_montague_ver01/data/sn83016689/00414218775/1916082402/0680/010_0_91.jpg,['Michigan--Wayne--Detroit'],"https://chroniclingamerica.loc.gov/iiif/2/mimtptc_montague_ver01%2Fdata%2Fsn83016689%2F00414218775%2F1916082402%2F0680.jp2/pct:2.7,65.3,23.69,29.04/!500,500/0/default.jpg",sn83016689,The Detroit times. [volume],"['Six', 'Million', 'People', 'In', 'Convention', 'of', 'Fraternal', 'Societies', ""—»./?.'..."", '■', '~.✓', 'a', 'ArO!', ""*'•>•"", 'r', '■', 'fr', '*', 'w', '/i—', '1', 'I', ""Jt'^.iJMwm?y"", '■', ',', ""'iJßLji"", '”', 'v', 'B^HBI', 'BB', 'fßffp^gafe', 'Three', 'commanding', 'figures', 'at', 'the', 'convention', 'of', 'the', 'National', 'Frater', 'dent', 'of', 'the', 'congress', '(top', 'left);', 'Mian', 'Mina', 'M', 'West,', 'supreme', 'com', 'mander', ""Woman'n"", 'Meneflt', 'Asaocla', 'tlon', 'of', 'the', 'Maccabees,', 'and', '(below)', 'l>.', 'F\\', 'MHrkey,', 'supreme', 'commander', 'of', 'the', 'Maccabees.', 'The', 'latter', 'two', '•*-«', 'from', '!>etro!t.', 'More', 'than', '6.600,000', 'fratemallata', 'of', 'the', 'Cntted', 'Htatea', 'and', 'Canada', 'are', 'represented', 'at', 'the', 'convention,', 'hy', 'the', 'officers', 'and', 'delegates', 'of', '89', 'societies.', 'The', 'total', 'Insurance', 'held', 'hy', 'mem', 'hers', 'of', 'the', 'congress', 'Is', '$7,923,647,-', '262', '»0', 'Since', 'the', 'beginning', 'of', 'the', 'fraternal', 'benefit', 'system', 'In', '1868.', 'dis', 'to']",680,https://chroniclingamerica.loc.gov/data/batches/mimtptc_montague_ver01/data/sn83016689/00414218775/1916082402/0680.jp2,"Detroit, Mich.",1916-08-24,Detroit To-Day Co.,0.918432116508484,https://news-navigator.labs.loc.gov/data/mimtptc_montague_ver01/data/sn83016689/00414218775/1916082402/0680/010_0_91.jpg,1638,human,human
197,iune_feature_ver01,"[0.2772688493962277, 0.05087411791584213, 0.4910943725857809, 0.26361494643078004]",1,iune_feature_ver01/data/sn92053934/00295873310/1918091701/0160/004_0_93.jpg,['Illinois--Rock Island County--Rock Island'],"https://chroniclingamerica.loc.gov/iiif/2/iune_feature_ver01%2Fdata%2Fsn92053934%2F00295873310%2F1918091701%2F0160.jp2/pct:27.72,5.09,21.39,21.28/!500,500/0/default.jpg",sn92053934,Rock Island Argus.,"['HIGH', 'SCHOOL', 'YOUNG', 'MUSICAL', 'RECITAL,', 'fcn', '""', '-qar-n', ""'5"", '3', '4', '""S', '31iss', 'IlertlLa', 'VitU', 'WOMEN', 'TO', 'GIVE', 'ART', 'LEAGUE', 'M:i!TtlTlllXIXlXUlJ', 'I', ':', ""'"", 'if', ',', 'el', '-', '.', '.', 'E', 'F', 'e', 'vryv', 'Hum', 'maiinimmi', '1', '1', 'Miss', 'Margaret', 'Petrie.']",160,https://chroniclingamerica.loc.gov/data/batches/iune_feature_ver01/data/sn92053934/00295873310/1918091701/0160.jp2,"Rock Island, Ill.",1918-09-17,J.W. Potter,0.9395518302917479,https://news-navigator.labs.loc.gov/data/iune_feature_ver01/data/sn92053934/00295873310/1918091701/0160/004_0_93.jpg,1792,human,human
198,dlc_lewis_ver01,"[0.3036252457574503, 0.23371280301619354, 0.5637752709799255, 0.5183706630577557]",1,dlc_lewis_ver01/data/sn83030214/00206531423/1911061901/0407/007_0_97.jpg,['New York--New York--New York'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_lewis_ver01%2Fdata%2Fsn83030214%2F00206531423%2F1911061901%2F0407.jp2/pct:30.36,23.38,26.02,28.47/!500,500/0/default.jpg",sn83030214,New-York tribune. [volume],[],407,https://chroniclingamerica.loc.gov/data/batches/dlc_lewis_ver01/data/sn83030214/00206531423/1911061901/0407.jp2,New York [N.Y.],1911-06-19,New York Tribune,0.9704895615577698,https://news-navigator.labs.loc.gov/data/dlc_lewis_ver01/data/sn83030214/00206531423/1911061901/0407/007_0_97.jpg,1268,human,human
199,nmu_javelina_ver01,"[0.45467333381558644, 0.39406194408802797, 0.7254331235532407, 0.6975933094580832]",1,nmu_javelina_ver01/data/sn84031081/00296025379/1911081901/0419/007_0_95.jpg,['New Mexico--Bernalillo--Albuquerque'],"https://chroniclingamerica.loc.gov/iiif/2/nmu_javelina_ver01%2Fdata%2Fsn84031081%2F00296025379%2F1911081901%2F0419.jp2/pct:45.46,39.41,27.08,30.36/!500,500/0/default.jpg",sn84031081,Albuquerque morning journal. [volume],"['i', 'I', 'j', ""'"", 'j', 'j', '1', '1', ',', ""'"", ',', ""',"", 'BARON', 'ROSEN', 'NOT', 'TO', 'RETURN', ""'."", 'A', 'i', 'l', ',', ':jr.jrr', 'tfV', 'I', '.J', ':', 'i-.Ata!.', ',zH', '-y-.', '-5ri', '..s', 'if.i.F,', ',', '(J', 'Si.,', '7', '-.-""-.\'ft,', ',1', 'i', '-', ',,U;-Av,', 't', 'sU-', '.', '.u', ""'"", '""', ""'1"", 'A', 'Ha', 'ron', 'Itosen,', 'tl', 'In', 'nniiiinnceil.', 'will', 'not', 'return', 'to', 'Wanhlngtoii', 'as', 'the', 'Rnii', 'in', 'aniliHsssUor,', 'but', 'will', 'lie', 'mu-ceeded', 'rrohahly', 'by', '(leorKi.', 'flBkhtnetieff.', 'Hamn', 'Kpsen', 'camo', 'to', 'WasliinKton', '.Inly.Kt,', '1905,', 'to', 'siiccpprl', 'Count', 'Casatnli', 'during', 'the', 'closing', 'dnys', 'uf', 'th', 'war', 'boiwppn', 'Hitaula', 'and', 'Japan,', 'ami', '-', 'j']",419,https://chroniclingamerica.loc.gov/data/batches/nmu_javelina_ver01/data/sn84031081/00296025379/1911081901/0419.jp2,"Albuquerque, N.M.",1911-08-19,Democrat Pub. Co.,0.9553436636924744,https://news-navigator.labs.loc.gov/data/nmu_javelina_ver01/data/sn84031081/00296025379/1911081901/0419/007_0_95.jpg,1287,human,human
200,khi_jones_ver01,"[0.6300659945498746, 0.31517765659208197, 0.918952970612453, 0.48531969593802127]",1,khi_jones_ver01/data/sn83040592/00212473996/1904081801/0974/003_0_99.jpg,['Kansas--Cherokee--Baxter Springs'],"https://chroniclingamerica.loc.gov/iiif/2/khi_jones_ver01%2Fdata%2Fsn83040592%2F00212473996%2F1904081801%2F0974.jp2/pct:63.0,31.52,28.89,17.02/!500,500/0/default.jpg",sn83040592,Baxter Springs news. [volume],"['AN', 'AVERAGE', 'CROWD', 'ON', 'THE', 'i', 'i,', ""'"", ""('"", ""'"", ':', '-', '""ftSx', 'If', 'Jiio', 'MN', 'If', 'Hi', 'III', 'g', 'FwJ4tU', '\'TIKE""', 'AT', 'THE', ""WORLD'S"", 'FAIR.']",974,https://chroniclingamerica.loc.gov/data/batches/khi_jones_ver01/data/sn83040592/00212473996/1904081801/0974.jp2,"Baxter Springs, Kan.",1904-08-18,News Co.,0.9906401634216307,https://news-navigator.labs.loc.gov/data/khi_jones_ver01/data/sn83040592/00212473996/1904081801/0974/003_0_99.jpg,748,human,human
201,curiv_exeter_ver01,"[0.16385204761059252, 0.12928794209614633, 0.8417523159388045, 0.4574975060721721]",1,curiv_exeter_ver01/data/sn85066387/00175037822/1899032601/0550/007_0_97.jpg,['California--San Francisco--San Francisco'],"https://chroniclingamerica.loc.gov/iiif/2/curiv_exeter_ver01%2Fdata%2Fsn85066387%2F00175037822%2F1899032601%2F0550.jp2/pct:16.38,12.93,67.8,32.83/!500,500/0/default.jpg",sn85066387,The San Francisco call. [volume],"['GRACE', 'THE', ""PEOPLE'S"", 'PLAYGROUND', 'BY', 'THE', 'SEA.']",550,https://chroniclingamerica.loc.gov/data/batches/curiv_exeter_ver01/data/sn85066387/00175037822/1899032601/0550.jp2,San Francisco [Calif.],1899-03-26,Charles M. Shortridge,0.9738591909408568,https://news-navigator.labs.loc.gov/data/curiv_exeter_ver01/data/sn85066387/00175037822/1899032601/0550/007_0_97.jpg,318,"{""choices"": [""human"", ""human-structure"", ""landscape""]}",human|human-structure|landscape
202,curiv_indio_ver01,"[0.155731848685064, 0.07965698031430744, 0.2952217299120013, 0.317809552777538]",1,curiv_indio_ver01/data/sn85066387/00175047773/1907090701/0126/011_0_98.jpg,['California--San Francisco--San Francisco'],"https://chroniclingamerica.loc.gov/iiif/2/curiv_indio_ver01%2Fdata%2Fsn85066387%2F00175047773%2F1907090701%2F0126.jp2/pct:15.57,7.97,13.95,23.82/!500,500/0/default.jpg",sn85066387,The San Francisco call. [volume],"['1', 'j', '!', 'j', 'I', 'i', ',', 'n', 'j', ""'."", '1.', 'fi', 'j', ')', '\\u25a0', 'Exposition', 'Is', 'Completed', 'bjT&mmittees', 'J', 'MISS', 'VESA', 'WHALEN.', 'ONE', 'OF', 'THE', 'LEAD', 'EBS', 'IN', 'THE', 'CONTEST', 'FOR', 'THE', 'HONOR', 'OF', 'BEIXO', 'OF', 'THE', 'A', 'LAMED', 'A', 'COUNT*', 'CABMVAL.', '(rHOTO', 'BY', 'STEW', 'ART.)', '|', 'i', '.j', 'i', '{', '""j', 'j', '|', 'j', 'j', ':j', 'i.', ';j;', 'j', 'j', 'jv', 'I', 'j', ']', "",'"", ';', ';.', 'i;', 'f', ';']",126,https://chroniclingamerica.loc.gov/data/batches/curiv_indio_ver01/data/sn85066387/00175047773/1907090701/0126.jp2,San Francisco [Calif.],1907-09-07,Charles M. Shortridge,0.9801252484321594,https://news-navigator.labs.loc.gov/data/curiv_indio_ver01/data/sn85066387/00175047773/1907090701/0126/011_0_98.jpg,965,human,human
203,ct_maple_ver01,"[0.5330345461327375, 0.04346900909785697, 0.8733719662832894, 0.24872685006484685]",1,ct_maple_ver01/data/sn92051487/00271763244/1896041701/0127/004_0_91.jpg,['Connecticut--Fairfield--Newtown'],"https://chroniclingamerica.loc.gov/iiif/2/ct_maple_ver01%2Fdata%2Fsn92051487%2F00271763244%2F1896041701%2F0127.jp2/pct:53.3,4.35,34.04,20.53/!500,500/0/default.jpg",sn92051487,The Newtown bee.,"['.-.', 's.', '""S.', '-', '.', 'lwl,1.i', '.r1', '..', ',', '.', "".,'."", 'o-', '::-r', '-', '-M', ""''Si'iil?"", ""i'T"", 't?', '-', "".?sr'-"", ""'"", '.', '1', '-', 'Is.', 'ii', ""'"", ""'-"", 'd.', 's;-.', 't', ""-'"", '.', ""'"", ""';."", 'J5', '""', 's?', ""'Ai"", 't-', 's1', 'Jf-', ""'"", '""-rf--', 'V', '-4.--', '""-r.', 'rS-', '5wr', 's-', 'H', ""VV'N-s,-si"", '.', 't', 't', ""T'"", ',', ""'V"", 'Zr', ""'"", '\'""o.', '.vile', 'w', '.', "":'"", '-jte', '...', '-.r""V', 'If', '-', '--V', 't', 'FT', '-6..', '""u-', '-""---.-\'.-.', '-', 'Ji', '\'""-.-,-', ""'"", ';', "".-'.r---5."", '.', '-', ""'"", '""I', ""'"", ""'T'"", 'J1', 'v', 'j', '1', ""'"", '1', 'V,', ':', '1', 'IS""', 'I', 'v', ""'"", '-', 'r', '-', "".'"", '-', '.', ""'"", '-rJ.', ""'"", "".jff'"", '""', ""'"", '-i-', ""-'"", ';', '-', '-', ',', '-', ""'"", 'I', 'Bradley', 'Gcntk', 'Manure', 'f', 'ha', ':.r', 'Po:a;oe;']",127,https://chroniclingamerica.loc.gov/data/batches/ct_maple_ver01/data/sn92051487/00271763244/1896041701/0127.jp2,"Newtown, Conn.",1896-04-17,A.A. Bensel,0.9110311269760132,https://news-navigator.labs.loc.gov/data/ct_maple_ver01/data/sn92051487/00271763244/1896041701/0127/004_0_91.jpg,94,,
204,khi_arbuckle_ver02,"[0.28423621513650504, 0.11345317661152783, 0.7443059675020515, 0.3351764015868641]",1,khi_arbuckle_ver02/data/sn82016014/00212474162/1920081101/0388/009_0_99.jpg,['Kansas--Shawnee--Topeka'],"https://chroniclingamerica.loc.gov/iiif/2/khi_arbuckle_ver02%2Fdata%2Fsn82016014%2F00212474162%2F1920081101%2F0388.jp2/pct:28.42,11.35,46.01,22.18/!500,500/0/default.jpg",sn82016014,The Topeka state journal. [volume],"['YANKEE', 'Cowes,', 'Eng.,', 'Aug.', '11.', 'American', 'motor', 'boats', 'took', 'first', 'and', 'second', 'places', 'today', 'In', 'the', 'second', 'race', 'of', 'the', 'international', 'regatta', 'for', 'the', 'Harms', 'worth', 'trophy.', 'Mis3', 'America', 'finished', 'first', 'and', 'Miss', 'Detroit', 'second.', 'Maple', 'Leaf,', 'a', 'British', 'entry,', 'was', 'third.', 'The', 'races', 'are', 'being', 'held', 'In', 'the', 'SEAMEN', 'CAPTURE', 'lllllillliB', 'Solent.', 'Three', 'out', 'of', 'five', 'heats', 'must', 'be', 'taken', 'to', 'win', 'the', 'trophy.', 'Miss', 'America', 'won', 'the', 'first', 'race', 'yesterday.', 'By', 'this', 'time', 'England', 'must', 'realize', 'that', 'America', 'has', 'designs', 'upon', 'her', 'cups.', 'With', '""Pussyfoot""', 'Johnson', 'leav', 'ing', 'her', 'dazed', 'after', 'his', 'drive', 'at', 'her', 'grog', 'holders,', 'with', 'the', 'New', 'Tork', 'Yacht', 'club', 'denying', 'Sir', 'Thomas', 'Lip', 'ton', 'a', 'pretty', 'silver', 'service', 'for', 'his', 'tea.', 'and', 'now', '""Gar""', 'Wood,', 'of', 'Detroit,', 'has', 'MORE', 'BRITISH', 'SILVERWARE', '5', ',', ',', 'xf', 'a', '.', '7', ',', ',', '-', '-', '...', 'ti.', 'invade', 'the', 'tight', 'little', 'island', 'with', 'a', 'couple', 'of', 'speed', 'boats', 'and', 'is', 'bringing', 'back', 'the', 'famous', 'Harmsworth', 'trophy', 'this', 'month,', 'Britain', 'will', 'have', 'every', 'reason', 'to', 'suspect', 'that', 'America', 'might', 'be', 'after', 'her', 'heirlooms.', '""Miss', 'America""', 'on', 'her', 'trial', 'trip', 'developed', 'the', 'greatest', 'speed', 'ever', 're', 'corded', 'by', 'a', 'hydroplane', 'Of', '80', 'miles', 'per', 'hour.', 'This', 'boat', 'Is', 'twenty-six', 'feet', 'in', 'length', 'with', 'a', 'seven', 'foot', 'beam', 'and', 'is', 'equipped', 'with', 'two', 'Smith', 'Ma', 'rine', 'Type', 'engines,', 'developing', 'a', 'of', '800', 'horsepower.', 'This', 'engine', 'designed', 'by', 'Chris', 'Smith', 'of', 'the', 'Boat', '&', 'Engine', 'works,', 'Algonac,', 'and', 'owned', 'and', 'driven', 'by', 'Gar', 'of', 'Detroit,', 'Mich.', 'Mr.', 'Wood', 'is', 'known', 'as', 'the', 'Hoist', 'king', 'and', 'is', 'holder', 'of', 'the', 'international', 'power', 'record', 'and', 'the', 'gold', 'cup', 'trophy.']",388,https://chroniclingamerica.loc.gov/data/batches/khi_arbuckle_ver02/data/sn82016014/00212474162/1920081101/0388.jp2,"Topeka, Kan.",1920-08-11,F.P. MacLennan,0.9908329844474792,https://news-navigator.labs.loc.gov/data/khi_arbuckle_ver02/data/sn82016014/00212474162/1920081101/0388/009_0_99.jpg,1950,"{""choices"": [""human"", ""landscape""]}",human|landscape
205,ct_hickory_ver01,"[0.0502348936320654, 0.3892403484260949, 0.30273624274248634, 0.512283492262346]",1,ct_hickory_ver01/data/2016270503/00271762884/1900081401/0301/004_0_95.jpg,['Connecticut--New Haven--Waterbury'],"https://chroniclingamerica.loc.gov/iiif/2/ct_hickory_ver01%2Fdata%2F2016270503%2F00271762884%2F1900081401%2F0301.jp2/pct:5.02,38.93,25.26,12.31/!500,500/0/default.jpg",2016270503,Waterbury evening Democrat. [volume],"['li--..,,.', '""\'', 'jg']",301,https://chroniclingamerica.loc.gov/data/batches/ct_hickory_ver01/data/2016270503/00271762884/1900081401/0301.jp2,"Waterbury, Conn.",1900-08-14,,0.9510058760643004,https://news-navigator.labs.loc.gov/data/ct_hickory_ver01/data/2016270503/00271762884/1900081401/0301/004_0_95.jpg,436,landscape,landscape
